ID;D1;D2;panelistSex;D3;D3R;D4;D4_2_value;D5_1;D5_2;D6;D7_CCAA;D7_HABITAT;D7_POBLACION;D7_CP;D8;D8_EDUCACION;SPLIT;SPLIT_DECISION_1;SPLIT_DECISION_2;SPLIT_DECISION_3;SPLIT_DECISION_4;SPLIT_DECISION_5;P1_1_1;P1_1_2;P1_1_3;P1_1_4;P1_1_5;P1_1_6;P1_1_7;P1_1_8;P1_1_9;P1_1_10;P1_1_11;P1_1_12;P1_1_13;P1_1_14;P1_1_98;P1_2_1;P1_2_2;P1_2_3;P1_2_4;P1_2_5;P1_2_6;P1_2_7;P1_2_8;P1_2_9;P1_2_10;P1_2_11;P1_2_12;P1_2_13;P1_2_14;P1_2_15;P1_2_98;P1_3_1;P1_3_2;P1_3_3;P1_3_4;P1_3_5;P1_3_6;P1_3_7;P1_3_8;P1_3_9;P1_3_10;P1_3_11;P1_3_12;P1_3_13;P1_3_98;P1_4;P1_5;P1_6_1;P1_6_2;P1_6_3;P1_6_4;P1_6_5;P1_6_6;P1_6_7;P1_6_8;P1_6_9;P1_6_10;P1_6_11;P1_7_1;P1_7_2;P1_7_3;P1_7_4;P1_7_5;P1_7_6;P1_7_7;P1_7_8;P1_7_9;P1_7_10;P1_7_98;P1_8_1;P1_8_2;P1_8_3;P1_8_4;P1_8_5;P1_9_1;P1_9_2;P1_9_3;P1_9_4;P1_9_5;P2_1_1;P2_1_2;P2_1_3;P2_1_4;P2_1_5;P2_1_6;P2_1_7;P2_1_98;P2_1_98_value;P2_1_97;P2_2_1;P2_2_2;P2_2_3;P2_2_4;P2_2_98;P2_2_98_value;P2_2_97;P2_3_1;P2_3_2;P2_3_3;P2_3_4;P2_3_5;P2_3_6;P2_3_98;P2_3_98_value;P3_1_1;P3_1_2;P3_1_3;P3_1_4;P3_2;P3_2_1_value;P3_2_2_value;P3_2_3_value;P3_3;P4_1_1;P4_1_2;P4_1_3;P4_1_4;P4_1_5;P4_1_6;P4_1_7;P4_1_8;P4_1_9;P4_1_10;P4_1_11;P4_1_12;P4_2;P4_3;P4_4_1;P4_4_2;P4_4_3;P4_4_4;P4_4_5;P4_4_6;P4_4_7;P4_4_8;P4_4_9;P4_4_10;P5_1;P5_2;P5_3;P5_4;P5_5;P5_5_98;P5_6;P5_6_98;P5_7_1;P5_7_2;P5_7_3;P5_7_4;P5_7_5;P5_7_6;P5_7_7;P5_7_8;P5_7_9;P5_7_10;P5_7_11;P5_7_12;P5_7_13;P5_7_14;P5_7_15;P5_7_16;P5_7_17;P5_7_18;P5_7_19;P5_7_20;P5_7_21;P5_7_22;P5_7_23;P5_7_24;P5_7_25;P5_7_26;P5_8_1;P5_8_2;P5_8_3;P5_8_4;P5_8_5;P5_8_6;P5_8_7;P6_1_1;P6_1_2;P6_2;P6_2_98;P6_3;P6_4;P6_5;P6_6;P6_7;P6_8;P6_9;P6_10;P6_10_98;P6_11;P6_11_1_value;Ponderación;Ponderacion_ajustada
26;1;2;2;38;3;1;NA;NA;NA;9;9;1;80168;8695;4;1;12;2;3;3;2;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;NA;1;1;0;1;0;1;1;0;0;0;0;1;1;0;0;NA;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;1;10;5;3;2;4;3;5;1;4;2;4;1;1;1;0;1;1;1;0;0;1;1;NA;NA;NA;NA;NA;NA;Terraria;Fortnite;NA;NA;NA;1;1;0;1;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;1;1;0;0;NA;2;4;3;4;0;NA;NA;NA;1;4;3;2;2;4;2;2;2;3;4;1;1;5;5;4;3;3;3;4;4;3;4;3;4;2;5;3;5;96;NA;98;NA;45;52;45;51;30;51;50;51;52;51;53;50;51;51;52;51;52;52;46;48;48;51;53;52;52;51;3;2;4;3;3;2;4;2;3;8;NA;NA;NA;NA;NA;2;5;NA;2;NA;1;2;1.56E+16;1.56E+16
27;1;2;2;38;3;1;NA;NA;NA;9;9;6;80193;8024;11;3;10;2;3;3;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1;NA;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;NA;1;10;3;2;3;3;4;4;1;4;2;4;4;1;1;0;1;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;Gris;NA;NA;NA;NA;1;0;0;0;1;0;0;0;NA;0;1;0;0;0;0;NA;0;0;1;0;0;0;0;0;NA;3;2;1;4;0;NA;NA;NA;2;3;2;1;1;4;4;2;1;4;4;1;1;3;8;4;3;4;3;3;4;4;3;5;99;2;7;5;1;98;NA;6;NA;22;21;20;66;19;100;100;100;100;22;38;51;31;10;70;41;18;63;36;40;52;23;51;100;62;38;1;3;5;5;3;4;4;9;11;1;NA;1;5;40;42;6;4;NA;2;NA;999;NA;9.43E+15;9.43E+15
28;1;2;2;20;1;1;NA;NA;NA;7;13;6;280796;28030;7;2;8;1;1;4;1;1;1;0;0;1;1;0;1;1;1;1;0;0;0;0;NA;0;1;1;0;0;1;0;0;0;1;1;0;0;1;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;8;10;4;3;4;1;4;3;1;2;2;1;1;1;0;0;0;0;0;0;1;0;0;NA;Dark;NA;NA;NA;NA;Subway Surfers;NA;NA;NA;NA;0;1;0;0;1;0;0;0;NA;0;0;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;2;0;NA;NA;NA;1;5;5;4;2;3;5;1;1;2;3;99;1;3;3;1;99;99;2;1;5;3;99;5;4;2;3;99;4;2;NA;NA;NA;50;51;50;20;51;51;49;51;50;50;51;46;51;6;50;50;10;50;12;53;62;4;50;51;51;51;1;1;3;3;5;5;3;6;11;11;NA;NA;NA;NA;NA;2;4;NA;2;NA;0;NA;8.27E+15;8.27E+15
29;1;1;1;69;6;1;NA;NA;NA;9;6;1;390015;39539;7;2;6;4;2;2;1;1;0;0;1;1;0;0;1;1;1;1;1;1;0;1;NA;0;1;0;0;1;1;1;1;1;0;0;1;0;1;0;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;NA;10;10;4;3;2;3;3;2;5;4;1;4;2;1;1;1;0;1;0;0;1;0;0;NA;La Casa del Dragón;Juego de Tronos;CSI;Outlander;Mr. & Mrs. Smith;NA;NA;NA;NA;NA;1;1;0;0;1;0;0;0;NA;0;1;0;0;0;0;NA;0;0;0;1;0;0;0;0;NA;4;3;4;5;0;NA;NA;NA;5;4;4;3;3;4;3;99;99;3;5;1;1;1;1;3;5;4;5;1;5;4;1;5;5;10;1;4;1;98;Podemos;98;Podemos;52;100;52;1;53;52;100;53;52;51;71;1;99;1;81;2;2;100;1;100;100;1;50;99;70;11;5;5;5;4;5;5;5;4;4;9;NA;NA;NA;NA;NA;2;6;NA;2;NA;0;NA;9.05E+15;9.05E+15
30;1;2;2;67;6;2;México;25;10;NA;1;5;140214;14014;11;3;6;3;3;3;3;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;Prácticas espirituales;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;NA;9;1;3;4;2;3;4;2;2;4;1;4;3;1;0;1;1;1;1;0;1;0;0;NA;Pecado Original;Velvet;Outlander;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;1;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;1;0;0;0;NA;3;4;4;1;0;NA;NA;NA;1;2;4;3;3;4;2;4;3;2;2;2;1;9;6;4;4;4;4;3;4;4;3;4;4;8;5;3;5;4;NA;NA;NA;79;78;98;56;69;88;47;74;88;82;56;57;90;9;25;25;59;96;94;14;72;32;94;85;95;76;4;4;4;5;5;5;5;5;5;8;NA;NA;NA;NA;NA;1;2;3;3;NA;1;2;8.60E+15;8.60E+15
31;1;2;2;23;1;1;NA;NA;NA;13;13;6;280796;28041;8;2;3;2;2;2;2;2;1;1;0;1;0;0;0;1;0;1;0;0;0;0;NA;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;NA;0;0;0;0;1;0;0;0;0;0;0;0;0;NA;5;1;4;1;1;1;4;1;3;1;3;3;1;1;1;0;0;0;0;1;0;0;1;NA;La Reina del Flow;NA;NA;NA;NA;Call of Duty;NA;NA;NA;NA;0;0;0;0;1;0;0;0;NA;0;1;0;0;0;0;NA;0;1;1;1;1;1;1;0;NA;1;3;3;3;0;NA;NA;NA;1;3;4;3;4;2;4;3;4;3;4;3;3;5;3;3;3;3;3;4;3;3;3;3;3;5;5;3;5;95;NA;4;NA;0;999;999;0;999;999;15;65;999;51;999;999;999;0;999;999;999;999;50;999;76;52;999;53;29;999;3;3;1;4;1;3;3;4;8;1;NA;4;5;30;0;1;5;NA;1;NA;1;1;8.27E+15;8.27E+15
32;1;2;2;36;3;1;NA;NA;NA;1;1;3;230026;23680;5;1;4;1;1;1;1;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;NA;1;0;1;0;0;1;0;0;0;1;1;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;10;1;3;3;3;3;3;3;3;3;3;3;3;1;1;0;0;0;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;1;0;0;0;NA;5;5;5;3;0;NA;NA;NA;1;5;5;5;5;5;5;5;5;5;5;5;5;1;1;5;5;5;5;5;5;5;5;5;5;1;1;1;10;1;NA;NA;NA;83;2;49;100;52;2;100;43;0;100;2;51;67;50;2;4;0;83;100;0;100;89;50;100;1;52;5;5;5;5;5;5;5;1;1;8;NA;NA;NA;NA;NA;1;2;1;2;NA;1;2;13896792;13896792
33;1;2;2;50;4;1;NA;NA;NA;10;10;3;460174;46600;5;1;8;1;2;4;1;1;0;1;0;1;0;0;0;1;0;1;1;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;4;4;2;3;1;3;4;1;4;4;3;1;0;1;0;0;0;0;1;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;1;0;0;0;NA;0;1;0;0;0;0;NA;0;0;0;0;1;0;0;0;NA;3;4;3;1;99;NA;NA;NA;1;5;5;2;4;5;5;4;3;4;4;4;2;7;5;3;3;3;3;3;4;99;3;4;3;1;2;3;10;2;NA;NA;NA;36;36;0;56;0;65;65;68;31;0;83;62;0;10;0;0;24;0;28;25;69;60;68;62;62;58;99;99;99;99;99;99;99;2;3;1;NA;7;5;39;0;4;2;1;2;NA;1;2;1.07E+16;1.07E+16
34;1;1;1;22;1;1;NA;NA;NA;1;1;3;290154;29200;6;2;3;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;NA;0;0;0;0;1;0;0;0;0;0;0;0;0;NA;10;1;1;3;2;1;3;3;3;5;3;3;1;1;0;0;0;0;1;0;1;0;0;NA;El Barco;La Casa de Papel;The Walking Dead;NA;NA;FIFA;Grand Theft Auto;Call of Duty;NA;NA;0;1;0;0;0;0;0;0;NA;0;1;0;0;0;0;NA;0;0;0;0;0;0;1;0;NA;2;3;3;3;0;NA;NA;NA;5;1;2;1;1;2;2;1;2;4;3;3;1;5;4;1;4;3;1;1;2;2;2;1;1;4;10;3;10;3;NA;NA;NA;66;51;0;0;0;0;100;0;100;100;0;0;0;100;3;0;0;0;100;0;49;0;100;100;2;79;5;5;5;5;5;5;1;4;11;3;NA;NA;4;6;61;5;6;NA;1;NA;0;NA;9.35E+15;9.35E+15
35;1;2;2;33;2;1;NA;NA;NA;13;2;6;502973;50008;8;2;8;1;1;4;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;NA;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;NA;1;1;0;1;0;1;0;0;0;0;1;0;0;NA;2;7;5;3;3;3;5;4;5;3;1;3;1;1;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;0;1;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;1;0;0;0;NA;3;5;3;3;1;NA;NA;NA;1;5;5;3;2;5;5;3;1;5;5;1;2;7;7;4;4;4;2;4;4;5;3;4;4;1;99;3;99;99;NA;99;NA;47;47;51;48;51;45;47;45;47;54;48;45;48;48;51;46;47;53;48;49;71;46;48;45;49;45;5;4;5;4;5;99;5;3;3;3;NA;NA;4;60;0;99;2;1;1;NA;1;3;6.33E+15;6.33E+15
36;1;2;2;41;3;2;Colombia;15;9;NA;9;6;80193;8002;11;3;2;1;2;4;2;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;NA;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;NA;1;0;0;0;0;1;0;0;0;0;1;0;0;NA;7;10;5;4;5;5;5;5;5;5;2;3;1;1;1;1;1;1;0;0;1;1;0;NA;Los Soprano;Peaky Blinders;NA;NA;NA;Mario;Manor Matters;Crash Bandicoot;Grand Theft Auto;NA;0;0;0;1;1;0;0;0;NA;0;0;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;3;4;2;5;0;NA;NA;NA;1;4;4;4;3;4;3;1;1;4;5;1;1;4;6;2;5;3;5;1;5;3;2;5;5;10;2;3;4;2;NA;NA;NA;80;81;88;29;84;30;86;90;50;67;84;12;87;0;30;55;5;88;41;92;93;0;92;90;87;71;5;5;5;3;5;5;4;11;11;1;NA;1;5;35;5;5;4;NA;2;NA;0;NA;9.43E+15;9.43E+15
37;1;2;2;54;4;1;NA;NA;NA;1;1;1;290189;29550;5;1;4;1;2;4;2;1;0;0;1;1;0;0;0;1;0;1;0;0;0;0;NA;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;1;5;4;3;2;2;3;4;1;1;2;4;1;1;1;0;0;0;1;1;0;0;1;NA;La Que Se Avecina;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;1;0;0;0;NA;4;4;3;3;0;NA;NA;NA;1;4;4;4;3;4;4;4;5;5;4;1;1;5;5;3;3;3;3;3;3;3;3;3;3;5;7;3;7;1;NA;NA;NA;39;40;58;47;44;98;63;46;63;42;3;79;0;44;6;45;38;61;64;67;62;33;100;73;83;68;5;2;5;4;5;5;5;2;2;10;NA;NA;NA;NA;NA;2;2;2;2;NA;1;3;1.30E+16;1.30E+16
38;1;1;1;48;4;1;NA;NA;NA;1;1;3;410592;41927;5;1;3;1;1;4;2;2;1;0;0;1;0;0;0;1;1;1;1;0;0;0;NA;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;10;10;3;1;2;1;3;3;1;3;3;4;1;1;1;0;0;0;1;1;1;0;1;NA;La Que Se Avecina;Aquí No Hay Quien Viva;Machos Alfa;Aída;7 Vidas;NA;FIFA;NA;NA;NA;1;1;1;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;0;0;1;0;NA;3;3;4;4;0;NA;NA;NA;5;4;4;3;3;5;4;4;5;5;4;1;99;8;6;5;3;3;1;4;4;1;3;1;3;1;8;4;8;3;NA;NA;NA;81;0;0;51;0;83;999;0;100;999;0;51;0;100;0;73;999;39;0;69;0;40;100;100;57;71;4;4;5;5;5;4;5;11;3;1;NA;5;6;52;4;2;4;NA;2;NA;1;2;1.24E+16;1.24E+16
39;1;2;2;50;4;1;NA;NA;NA;9;9;2;80018;8630;5;1;10;1;1;4;1;1;1;1;0;1;0;0;0;1;1;1;0;0;1;1;Consumo de contenido por internet;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;1;10;5;2;1;1;3;5;4;3;2;4;3;1;0;0;0;1;0;1;0;0;1;NA;Sexo en Nueva York;The Bold Type;El Mentalista;Castle;Rizzoli & Isles;Find N Seek;NA;NA;NA;NA;1;1;1;0;0;0;0;0;NA;0;0;0;1;0;0;NA;0;0;1;1;0;0;0;0;NA;4;5;5;1;0;NA;NA;NA;1;5;5;4;4;4;1;1;1;4;4;1;1;5;5;4;5;3;1;4;4;5;1;3;2;1;3;4;1;6;NA;NA;NA;51;49;54;50;49;79;19;81;98;16;7;12;9;5;100;89;21;69;5;100;5;28;51;100;50;25;5;5;5;5;5;5;5;4;4;98;Ama de casa;NA;NA;NA;NA;99;3;4;2;NA;1;1;1.25E+16;1.25E+16
40;1;2;2;29;2;1;NA;NA;NA;1;1;4;410042;41500;9;3;8;3;3;4;1;1;0;0;0;1;1;0;0;1;1;1;1;1;0;1;NA;0;99;0;0;0;1;0;0;0;1;0;0;0;1;0;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;6;1;3;3;1;3;4;3;1;1;3;4;1;0;1;1;0;1;1;1;1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;1;0;0;0;NA;0;1;1;0;0;0;NA;0;0;1;0;0;0;0;0;NA;1;5;5;1;0;NA;NA;NA;1;3;3;1;1;1;1;5;3;5;4;1;3;1;10;4;5;3;3;5;2;1;5;3;1;8;10;3;8;3;NA;NA;NA;9;0;83;100;28;1;1;74;100;32;0;77;0;85;0;77;0;66;100;0;0;100;91;100;85;20;1;5;5;5;5;5;1;2;5;1;NA;4;5;40;0;4;2;1;1;NA;0;NA;9.18E+15;9.18E+15
41;1;2;2;19;1;1;NA;NA;NA;12;12;5;360577;36201;7;2;2;1;1;4;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;NA;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;NA;0;0;0;0;0;1;0;0;0;0;0;1;0;NA;8;10;3;5;2;2;5;5;4;4;2;3;1;1;1;0;0;0;0;0;1;1;1;NA;Riverdale;NA;NA;NA;NA;Grand Theft Auto;NA;NA;NA;NA;1;1;0;0;1;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;1;0;0;0;0;NA;3;2;2;5;0;NA;NA;NA;1;4;4;1;2;4;5;2;1;4;3;1;1;5;2;2;99;4;5;4;4;2;4;5;5;9;8;3;5;1;NA;NA;NA;100;100;100;95;100;100;100;100;100;100;87;100;93;94;88;92;58;100;93;100;93;10;100;100;100;100;1;5;5;5;4;5;5;6;8;5;NA;4;4;36;50;3;6;NA;1;NA;0;NA;7596666;7596666
42;1;2;2;23;1;1;NA;NA;NA;7;13;5;280650;28906;6;2;12;4;3;1;1;1;1;0;1;1;1;0;0;1;1;1;0;1;1;0;NA;1;1;1;0;0;1;0;0;1;1;0;0;0;1;0;NA;0;1;0;1;1;0;1;0;0;1;0;0;1;NA;10;1;4;3;3;3;4;4;4;4;1;4;3;0;0;1;0;1;1;1;1;0;0;NA;Hawaii 5.0;Mentes Criminales;Los Simpson;NA;NA;Minecraft;Fortnite;NA;NA;NA;0;1;0;0;1;1;0;0;NA;0;1;0;0;0;0;NA;0;1;1;0;0;0;0;0;NA;1;2;3;2;0;NA;NA;NA;2;2;1;4;3;2;1;3;2;3;4;3;3;1;5;2;2;2;3;1;3;3;2;1;3;6;6;3;6;9;NA;NA;NA;20;76;79;6;35;73;72;32;36;80;100;14;69;7;29;28;25;78;85;77;21;70;79;16;77;75;3;4;2;5;2;1;2;4;6;4;NA;5;7;35;85;2;3;3;2;NA;0;NA;8.99E+15;8.99E+15
43;1;2;2;23;1;1;NA;NA;NA;9;9;5;80155;8912;11;3;12;2;2;4;2;2;1;1;0;1;1;1;0;1;1;1;0;1;0;0;NA;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;NA;3;5;4;1;2;1;3;1;1;2;2;1;1;1;1;0;0;0;0;1;0;0;0;NA;Gossip Girl;NA;NA;NA;NA;Brawl Stars;Mario;NA;NA;NA;0;1;0;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;1;0;0;0;0;0;NA;2;3;4;5;0;NA;NA;NA;1;4;4;3;3;5;5;2;2;4;3;99;3;3;3;3;3;99;3;1;4;3;3;5;5;3;3;4;4;2;NA;NA;NA;39;51;35;51;21;51;51;96;90;45;64;47;53;15;59;51;5;64;51;51;55;5;67;83;51;51;2;5;5;4;5;5;5;11;11;1;NA;5;3;21;0;8;6;NA;1;NA;0;NA;9.67E+15;9.67E+15
44;1;1;1;71;6;1;NA;NA;NA;7;7;1;91947;9340;5;1;1;1;1;4;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;NA;0;1;0;1;1;1;1;0;1;0;0;0;1;0;1;NA;0;0;1;1;0;0;0;0;1;0;1;0;0;NA;1;1;5;4;3;1;5;4;3;3;5;5;5;1;1;1;1;1;1;0;1;0;0;NA;Cazatesoros;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;0;1;0;0;NA;1;5;4;1;0;NA;NA;NA;5;4;5;4;4;4;4;4;5;5;5;4;3;8;9;4;1;3;3;5;3;3;3;1;1;1;10;3;10;3;NA;NA;NA;64;40;13;81;0;26;0;7;100;0;2;54;0;95;1;1;0;35;999;4;24;0;100;89;80;46;5;5;5;5;5;5;5;4;3;9;NA;NA;NA;NA;NA;2;2;3;2;NA;1;2;1.14E+16;1.14E+16
45;1;2;2;44;3;1;NA;NA;NA;11;11;3;61535;6700;5;1;10;1;1;4;1;1;1;0;1;1;0;1;1;1;1;1;0;0;1;1;Relaciones sociales;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;1;1;5;3;3;3;4;2;2;3;4;4;3;1;1;0;0;0;1;0;0;0;1;NA;Pecado Original;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;1;0;0;NA;0;1;1;0;0;0;NA;0;0;0;0;1;0;0;0;NA;1;4;4;3;0;NA;NA;NA;1;4;4;4;4;4;4;4;4;4;4;3;2;5;5;3;5;4;3;4;5;2;4;3;5;1;5;3;8;95;NA;99;NA;56;29;57;61;41;45;42;39;53;11;58;30;38;20;30;42;50;44;69;21;31;39;90;79;44;61;4;4;4;4;4;4;4;5;6;2;NA;5;6;30;0;1;2;2;98;Emparejado/a;0;NA;1.27E+16;1.27E+16
46;1;1;1;30;2;2;Cuba;1;6;NA;5;2;350234;35450;11;3;3;1;2;4;2;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;NA;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;NA;0;1;1;0;1;0;0;0;1;0;0;0;0;NA;10;10;3;3;2;3;2;4;1;3;2;5;2;1;1;1;1;1;0;1;1;1;1;NA;Aída;NA;NA;NA;NA;The Elder Scrolls;Grand Theft Auto;NA;NA;NA;1;0;0;0;1;0;0;0;NA;0;0;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;4;4;4;4;0;NA;NA;NA;5;4;3;3;2;4;4;4;3;5;5;1;1;5;4;3;3;3;3;4;4;3;3;1;4;1;5;3;5;97;NA;98;NA;49;53;75;50;50;52;50;50;53;51;49;51;49;50;52;51;54;52;0;98;52;52;51;52;48;52;5;5;5;5;5;5;5;7;6;2;NA;2;6;42;62;2;3;1;2;NA;1;1;79248715;79248715
47;1;1;1;77;7;1;NA;NA;NA;5;5;5;350167;35010;6;2;8;1;2;4;2;1;0;1;1;0;0;0;0;0;0;1;0;1;0;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;1;0;0;0;0;0;0;0;0;NA;10;3;4;1;1;1;5;3;2;1;3;5;1;1;1;0;0;1;1;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;0;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;0;1;0;0;NA;3;5;4;2;0;NA;NA;NA;5;5;4;4;5;4;4;5;5;5;5;4;4;4;3;5;1;3;1;3;3;3;1;2;3;7;8;3;10;3;NA;NA;NA;50;31;20;80;19;50;50;20;100;50;21;50;10;81;0;10;51;50;50;20;20;50;90;100;50;50;4;4;4;5;5;4;4;5;6;9;NA;NA;NA;NA;NA;2;2;2;2;NA;1;2;9544392;1.25E+16
48;1;1;1;61;5;1;NA;NA;NA;13;13;5;280650;28902;11;3;7;1;1;3;2;1;0;1;0;1;0;0;0;1;1;1;0;1;0;0;NA;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;NA;0;0;0;0;0;1;0;0;0;0;1;0;0;NA;9;1;2;2;2;1;3;3;1;2;3;4;1;1;1;0;1;0;1;0;1;1;0;NA;Los Soprano;Breaking Bad;Star Wars;NA;NA;Final Fantasy;Halo;Crysis;NA;NA;1;1;0;0;0;0;0;0;NA;0;0;1;0;0;0;NA;0;0;0;0;1;0;0;0;NA;1;4;5;2;0;NA;NA;NA;5;5;4;3;3;4;4;1;2;2;5;1;1;3;1;3;3;4;4;2;5;4;4;5;5;8;1;3;2;4;NA;NA;NA;71;70;80;40;59;53;100;69;69;70;69;20;98;0;30;21;2;69;60;0;70;20;31;56;79;90;5;3;4;4;4;5;5;3;4;1;NA;2;5;40;40;3;6;NA;2;NA;1;1;907533;907533
49;1;1;1;38;3;1;NA;NA;NA;13;13;6;280796;28010;11;3;4;1;2;4;2;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;NA;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;6;3;5;3;1;1;5;4;1;4;3;5;1;1;1;0;0;0;1;0;1;0;0;NA;NA;NA;NA;NA;NA;Buscaminas;NA;NA;NA;NA;0;0;0;0;1;0;0;0;NA;0;0;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;4;2;2;4;1;Badoo;NA;NA;5;5;5;4;5;5;5;1;1;4;4;1;1;2;1;2;4;3;5;1;5;3;1;5;4;8;2;3;2;4;NA;NA;NA;100;100;100;25;100;100;70;100;100;100;90;16;93;0;40;40;0;93;70;70;100;30;100;100;100;100;1;4;5;3;5;5;5;6;8;10;NA;NA;NA;NA;NA;6;6;NA;1;NA;0;NA;8.68E+15;8.68E+15
50;1;2;2;19;1;2;Perú;2;4;NA;13;6;280796;28016;5;1;5;4;1;4;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;NA;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;NA;99;1;0;99;0;0;0;1;0;0;0;0;0;NA;10;1;5;5;1;4;4;5;5;5;3;1;1;1;0;0;0;0;0;1;1;0;0;NA;Diarios de Vampiro;Élite;Gossip Girl;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;1;0;0;0;NA;0;0;0;0;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;2;3;3;1;0;NA;NA;NA;99;4;4;1;3;2;2;4;3;4;4;3;3;6;10;1;4;2;3;99;99;3;99;5;1;5;6;99;4;95;NA;6;NA;100;28;39;92;28;50;80;33;58;8;36;81;98;44;26;39;82;81;100;4;17;100;100;100;80;74;4;3;3;2;2;4;3;7;10;5;NA;NA;2;6;72;3;5;NA;1;NA;0;NA;115737804;115737804
